City,Description,Title,URL,Price,Condition
Rochester,"
Wooden Steamer Lounge Chaise made by Telescope Furniture. 39""H X 24""W X 18""D. Removeable leg extension measures 25"". Blue canvas with boating emblem. Suitable for indoor, outdoor, or boating use. Easily folds. Never used, excellent condition. $75, Rochester.    ",Wooden Steamer Lounge Chaise,https://nh.craigslist.org/fuo/6149414843.html,$75,excellent
,"
Two Brown Metal Bar Stools With Grayish Beige Cushions $60
Stools have backing with a metal leaf design.
24"" Tall
In excellent condition!
Comes from smoke free home.    ",Two Brown Metal Bar Stools With Grayish Beige Cushions $60,https://nh.craigslist.org/fuo/6169911029.html,,excellent
Derry,"
Used Peterborough wood carrier/magazine basket.  Overall in good shape.  It's missing the Peterborough emblem and has two broken weaves near the end of the basket shown in picture.  Still strong enough to do its job either carrying fire wood from out side up to 75 lbs. or just use it chair side for a magazine basket. Great look as Peterborough basket company only makes this design.    ",Magazine basket,https://nh.craigslist.org/fuo/6152497394.html,$10,good
Rochester,"
Black TV stand. Measures 35""W X 18""D X 21""H. Sturdy, with two shelves in the front and two shelves on the side. Additional storage on the other side or room for more shelves. $25, Rochester.    ",TV Stand,https://nh.craigslist.org/fuo/6149475738.html,$25,good
Portsmouth,"
Two Bar Stool with wooden top and black metal frame. $50
Perfect Condition.  LIKE NEW
28"" tall    ",Two Bar Stools with wood top & black metal frame,https://nh.craigslist.org/fuo/6169909793.html,$50,like new
Kingston,"
sleep sofa in very good condition.
No stain or marks or tares with queen size mattress    ",Sleep sofa,https://nh.craigslist.org/fuo/6142911773.html,$50,good
Andover,"
Drop Leaf hardwood table 35.00
Desk and chair 25.00
2 book shelves solid wood 10.00/ea
3 drawer corner table 35.00
Cat House and climbing perch 20.00
Lamps are like new 30.00    ",Multiple pieces,https://nh.craigslist.org/fuo/6161386517.html,$30,good
"Andover, NH","
Very nice condition, very solid construction, dove tail drawers, solid wood. Very nice piece    ",Mahogany bureau and mirror,https://nh.craigslist.org/fuo/6161382221.html,$200,good
Somersworth,"
Computer Desk Chair. gray cushioned seat and back rest. 15""D X 17""W. $10, Somersworth.    ",Computer Desk Chair,https://nh.craigslist.org/fuo/6153493944.html,$10,good
"Milford, NH","
This is a very sturdy, older Dining Room set. Set comes with Hutch, Buffet, Server, Table and 4 Chairs. VERY nice set, smoke free home.    ",Complete Dining Room Set,https://nh.craigslist.org/fuo/6169918749.html,$800,excellent
Nashua,"
Bed room - hard wood sturdy and heavy chest, dresser and mirror for sale    ","Bed room - hard wood sturdy chest, dresser and mirror",https://nh.craigslist.org/fuo/6152006411.html,$499,good
Somersworth,"
Classic Nichols and Stone Rocking Chair. Black wood with gold trim and decorative fruit and leaf stenciled overlay. $75, Somersworth.    ",Classic Nichols and Stone Rocking Chair,https://nh.craigslist.org/fuo/6153500127.html,$75,good
Nottingham,"
Two nice matching white office chairs with chrome.  Will trade for cash only.    ",OFFICE CHAIRS,https://nh.craigslist.org/fuo/6169919318.html,$295,like new
HAMPSTEAD,"
Nice mirror. Would look great in the bedroom or as a decorative piece.
If this ad is visible on Craig's List, the item is still available. Please email or text with questions or to schedule a purchase. NO PHONE CALLS, PLEASE. Or, come see it yourself at our MOVING SALE - Saturday June 17 - 81 Wheel Wright Road, Hampstead. Check out our other household items for sale (click ""more ads by this user"")  - everything must go!    ",Mirror,https://nh.craigslist.org/fuo/6169923262.html,$25,excellent
HAMPSTEAD,"
White microwave cart and kitchen cabinet with drawer. On wheels.
If this ad is visible on Craig's List, the item is still available. Please email or text with questions or to schedule a purchase. NO PHONE CALLS, PLEASE. Or, come see it yourself at our MOVING SALE - Saturday June 17 - 81 Wheel Wright Road, Hampstead. Check out our other household items for sale (click ""more ads by this user"")  - everything must go!    ",Microwave Cart/Kitchen Cabinet,https://nh.craigslist.org/fuo/6169924590.html,$5,fair
Somersworth,"
Twin Headboard and Footboard in dark wood $20, Somersworth    ",Twin Headboard and Footboard,https://nh.craigslist.org/fuo/6169920649.html,$20,good
Manchester,"
White. Nice cover. This is little old fashioned but a very nice chair for this price.    ","Chair, Queen Anne Wingback",https://nh.craigslist.org/fuo/6169924772.html,$25,good
,"
I'm selling my ottoman from Bob's furniture. It came with my sectional, but I've never used it. Excellent condition $125.    ",Ottoman- Bob's Furniture,https://nh.craigslist.org/fuo/6169925330.html,$125,like new
Rochester,"
Matching set of 3 wooden chairs.  Chairs are solid but could use a regluing.  Price is for the set of 3,  NOT price per chair.  One rung of one chair is cracked and also needs some glue.    ",Set of 3 wooden kitchen chairs  solid condition,https://nh.craigslist.org/fuo/6169927300.html,$10,good
,"
Generic like NEW Twin Mattress and box springs
have 3 sets in side none smoking house 
barley used 50.00 each set    ",like NEW Twin Mattress and box sprin,https://nh.craigslist.org/fuo/6169927118.html,$50,like new
,"
Pay on delivery! 
We pride ourselves in offering quality(real wood, no composite) custom made pieces as alternatives to the either costly or composite options available at retail stores. For us, wood working is a passion and a hobby. We believe decorating and furnishing the home should be a question of style and taste, rather than cost and affordability.
The standard dimensions of this model are 48x27x36. Can be made to accommodate seating. Any choice of dimensions/colors/stains/customizations are available
Build time is 1 week.
No Deposit Required
We offer a wide range of custom furniture from dining and coffee tables to consoles, servers, and more.
Call/Text/Email to let us know what you have in mind! Delivery is included! ",Rustic Handmade Kitchen Island with Delivery Included,https://nh.craigslist.org/fud/6169928365.html,$450,new
HAMPSTEAD,"
TWO heavy oak end tables (or night stands) with retractable pull-out shelves. No damage to finish. Would look great with a set of lamps (see ""more ads by user"") Only one table pictured - but will be sold as a pair.
If this ad is visible on Craig's List, the item is still available. Please email or text with questions or to schedule a purchase. NO PHONE CALLS, PLEASE. Or, come see it yourself at our MOVING SALE - Saturday June 17 - 81 Wheel Wright Road, Hampstead. Check out our other household items for sale (click ""more ads by this user"")  - everything must go!    ",Two Oak End Tables/Night Stands,https://nh.craigslist.org/fuo/6169929703.html,$30,excellent
HAMPSTEAD,"
Desk and chair. Was refinished circa 1980. Some damage to desk surface. Well made, sturdy construction.
If this ad is visible on Craig's List, the item is still available. Please email or text with questions or to schedule a purchase. NO PHONE CALLS, PLEASE. Or, come see it yourself at our MOVING SALE - Saturday June 17 - 81 Wheel Wright Road, Hampstead. Check out our other household items for sale (click ""more ads by this user"")  - everything must go!    ",Antique Desk & Chair (refinished),https://nh.craigslist.org/fuo/6169930637.html,$20,good
Hampton,"
New loveseat Recliner fake leather, really soft and super comfy. Doesn't fit in our house. We bought two.
Full recline.",Loveseat Reclyner $200 New,https://nh.craigslist.org/fuo/6151952819.html,$200,new
portsmouth,"
Cream & Black Striped Cushioned Ottoman $100
Perfect Condition
Foam Cushion with Black and Cream Stripe designed upholstery adorned with nail head trim
Black wooden base with elegant geometric design",Cream & Black Striped Cushioned Ottoman,https://nh.craigslist.org/fuo/6169931601.html,$100,like new
Hampton,"
This is a $500 mattress new. It has been used maybe 20 times by my daughter when she visits from college. It has 3 inch wings on each side so its actually larger than a twin mattress. Twin sheets still fit it though. Comes with headboard and frame, box spring, mattress cover (if you want it) and one set of sheets.
I paid $150 for the headboard, from an antique shop, about a year ago.    ",Twin Mattress with Antique Wicker Headboard,https://nh.craigslist.org/fuo/6169931198.html,$200,excellent
,"
Pay on delivery!
We pride ourselves in offering quality(real wood, no composite) custom made pieces as alternatives to the either costly or composite options available at retail stores. For us, wood working is a passion and a hobby. We believe decorating and furnishing the home should be a question of style and taste, rather than cost and affordability.
The standard dimensions of this model are 66x33x30. Benches are $75 each. Any choice of dimensions/colors/stains/customizations are available
Build time is 1 week.
No Deposit Required
We offer a wide range of custom furniture from kitchen islands and coffee tables to consoles, servers, and more.
Call/Text/Email to let us know what you have in mind! Delivery is included!",Rustic Handmade Dining Table with Delivery Included,https://nh.craigslist.org/fud/6169932245.html,$500,new
Nashua NH,"
Double recliner Micro-Fiber Couch , with drink holder and storage area.These can be up against wall still recline. CASH ONLY AND NO SENDING MONEY TO PAY MOVERS    ",1 Double recliner Micro-Fiber Couch,https://nh.craigslist.org/fuo/6169932095.html,$450,excellent
130 State Rte 111 Hampstead NH,"
Feel free to call/text 
 
with any questions 
These items are brand new in perfect condition 
Item #1 Paula Deen Home Cabinet ""The Bag Lady's Cabinet""
The Paula Deen Home The Bag Lady's China Cabinet is great accent piece that is designed to preserve your figurines, trophies, or souvenirs. This curio cabinet is available in multiple distressed finishes, which easily blend with any cottage styled home decor. It has one adjustable exterior shelf, for extra storage. This curio cabinet is a perfect piece of furniture that can help to adorn your room decor. This cabinet features a beveled glass shelf and is fully encased. The Bag Lady's China Cabinet from Paula Deen Home is non-toxic making it safe for residential. 
Retail: $2,025
Will accept best reasonable offer 
Item #2 Fairfax Home Collection Tiffany China Cabinet 
The Tiffany collection adds instant, modern-day luxury to any dining room. Refined details such as the pearl finish, textured drawer fronts, carved accents and faceted crystalline inlays come together in elegant allure.
Retail: $2,199
Will accept best reasonable offer 
Item #3 Jessa Server Curio Cabinet 
Make a grand statement in your dining room with this beautiful server and hutch combination. The piece's deep finish provides a bold appearance that exudes class and sophistication, as does the exquisite molding featured throughout. In the server, you receive three drawers with a silverware tray in the top left facing, two adjustable shelves (one within each door), built in wine storage and a hidden table leaf storage area as well. Up in the hutch are two long adjustable shelves and a stemware storage rack to display all of your fine wine glasses. You'll love the atmosphere this piece will create for your home.
The Jessa Server and Hutch with Stemware and Built In Wine Bottle Storage by Broyhill Furniture from Lindy's Furniture Company. 
Retail: $1,369
Will accept best reasonable offer    ","Paula Deen Home Cabinet, Tiffany China Cabinet, Jesse Server Curio Cab",https://nh.craigslist.org/fuo/6169932468.html,,new
,"
Pay on Delivery ! 
We pride ourselves in offering quality(real wood, no composite) custom made pieces as alternatives to the either costly or composite options available at retail stores. For us, wood working is a passion and a hobby. We believe decorating and furnishing the home should be a question of style and taste, rather than cost and affordability.
The standard dimensions of this model are 66x33x30. Benches are $75 each. Any choice of dimensions/colors/stains/customizations are available
Build time is 1 week.
No Deposit Required
We offer a wide range of custom furniture from kitchen islands and coffee tables to consoles, servers, and more.
Call/Text/Email to let us know what you have in mind! Delivery is included!",Handmade Rustic Trestle Dining Table with Delivery Included,https://nh.craigslist.org/fud/6169934528.html,$625,new
Londonderry,"
Bought from Country Woods in Raymond. Great bureau to refinish your own color and add handles of your choice.
Measurements are 49W x 41H x 17 Deep.    ",Solid wood bureau/dresser,https://nh.craigslist.org/fuo/6169933611.html,$50,good
Seacoast,"
Beautiful Vintage Sleigh Bed for Sale. Double/Full size in a dark finish. Solid wood and complete - Headboard, Footboard, two sets of Side Rails (original 64"" and custom-made 71"" since I'm tall!), Oak Slats to support Wood Base, and Futon Mattress. Mattress is very clean and comfortable from a smoker free and pet free seasonal home. Head and Foot Boards are 39"" high and 54 1/2"" wide. Asking $275 cash or best reasonable offer. Thanks for looking!    ",Beautiful Sleigh Bed,https://nh.craigslist.org/fuo/6156387242.html,$275,excellent
Portsmouth,"
Wicker Basket with Handles & Lid Top
Dark Brown Wicker Basket is 28""x14""x16""
Perfect for storage!    ",Wicker Basket with Handles & Lid Top,https://nh.craigslist.org/fuo/6169939250.html,$15,good
,"
Pay on delivery! 
We pride ourselves in offering quality(real wood, no composite) custom made pieces as alternatives to the either costly or composite options available at retail stores. For us, wood working is a passion and a hobby. We believe decorating and furnishing the home should be a question of style and taste, rather than cost and affordability.
The standard dimensions of this model are 48x27x36. Can be made to accommodate seating. Any choice of dimensions/colors/stains/customizations are available
Build time is 1 week.
No Deposit Required
We offer a wide range of custom furniture from dining and coffee tables to consoles, servers, and more.
Call/Text/Email to let us know what you have in mind! Delivery is included! ",Handmade Rustic Kitchen Island with Delivery Included,https://nh.craigslist.org/fud/6169942464.html,$350,new
"Atkinson, NH","
Small, light weight, casual couch. Gray micro fiber, white steel. 4' wide, 30"" deep, 27.5"" high. No tears or stains. Firm sitting surface.    ",small casual couch,https://nh.craigslist.org/fuo/6169947066.html,$35,excellent
"Bedford, NH","
This beautiful Chippendale style 3-piece bedroom set is custom crafted in mahogany veneers over solid mahogany interior wood.  This superior quality three-piece 1900-era bedroom set has a matching pair of twin size beds with mirror.    The headboard is complemented with intricately carved finials, and they each have four carved claw- and-ball feet.  Structurally, they are completely sturdy, solid and tight.  Bed rails fit snugly into the headboard and footboard with large bolts.  Finish on the wood is original; condition is very good with very little wear marks from use.
The gleaming finish is impeccable on this unique custom American made antique furniture that consists of the following:
•	The 2 twin beds are 80"" long, 39"" wide with a 43"" tall headboard and 20"" tall footboard (boxspring included, mattress if desired)
•	The flawless quality wall mirror with dimensions of 40"" wide and 26"" tall.
•	The 8 drawer serpentine dresser with solid brass embossed filigreed pulls has dovetailed drawers with dimensions of 60"" wide, 20"" deep, and 35"" tall (optional, not included in price).
For additional information and to see furniture, please call or e-mail (subject line: 2 Twin Beds and Mirror).",Chippendale Mahogany 3 Piece Bedroom Set  - 2 Twin Beds and Mirror,https://nh.craigslist.org/fuo/6149712045.html,$850,excellent
Manchester,"
Twin bed frame and headboard
I am selling for my boss, it was in her garage so has some wear from this but no mildew and other than dust and a little wear it is in good shape. We do have the frame it is just not pictured.
Headboard does have some wear on top but front is fine, see images.    ",Twin Bed frame & headboard,https://nh.craigslist.org/fuo/6135995124.html,$20,good
Hollis,"
Very stylish side table will add interest to any decor.
Metal frame, glass top with a wooden carved inlay under the glass.  
22"" H x 28"" x 37"" H
Wooden carving sits under glass and is held in place by metal frame ... 24"" x 11""    ","Side Table - Unique Metal, Glass and Wood",https://nh.craigslist.org/fuo/6169949181.html,$65,excellent
HAMPSTEAD,"
Two 2' tall identical bar stools. Good condition, minor scuff marks on the legs. (Nothing unusual for a used piece of furniture.)
If this ad is visible on Craig's List, the item is still available. Please email or text with questions or to schedule a purchase. NO PHONE CALLS, PLEASE. Or, come see it yourself at our MOVING SALE - Saturday June 17 - 81 Wheel Wright Road, Hampstead. Check out our other household items for sale (click ""more ads by this user"")  - everything must go!    ",Two Bar Stools,https://nh.craigslist.org/fuo/6169949331.html,$20,good
,"
Solid wood school desk. There is some ink marks on the desk mostly the inside cover as pictured. Solid, nice piece of furniture    ",Old School Desk,https://nh.craigslist.org/fuo/6158110336.html,$55,good
HAMPSTEAD,"
Beautiful antique couch. Would look great in your living room or in a sitting area. No stains or damage.
If this ad is visible on Craig's List, the item is still available. Please email or text with questions or to schedule a purchase. NO PHONE CALLS, PLEASE. Or, come see it yourself at our MOVING SALE - Saturday June 17 - 81 Wheel Wright Road, Hampstead. Check out our other household items for sale (click ""more ads by this user"")  - everything must go!    ",Nice Antique Couch,https://nh.craigslist.org/fuo/6169950347.html,$100,excellent
HAMPSTEAD,"
Nice mesh desk chair. Very comfy. Perfect for home office. 
If this ad is visible on Craig's List, the item is still available. Please email or text with questions or to schedule a purchase. NO PHONE CALLS, PLEASE. Or, come see it yourself at our MOVING SALE - Saturday June 17 - 81 Wheel Wright Road, Hampstead. Check out our other household items for sale (click ""more ads by this user"")  - everything must go!    ",Mesh Office Chair,https://nh.craigslist.org/fuo/6169954419.html,$20,good
Hampstead,"
3 pc. set (ottoman not pictured) Love seat & chair. Some stains - needs cleaning. Would make a good set for a spare room, dorm, or small apartment. 3 matching throw rugs included!
If this ad is visible on Craig's List, the item is still available. Please email or text with questions or to schedule a purchase. NO PHONE CALLS, PLEASE. Or, come see it yourself at our MOVING SALE - Saturday June 17 - 81 Wheel Wright Road, Hampstead. Check out our other household items for sale (click ""more ads by this user"")  - everything must go!    ","3 pc Set - Chair, Love Seat, Ottoman",https://nh.craigslist.org/fuo/6169952540.html,$25,fair
Danville,"
wooden kitchen chairs    ",wooden chairs,https://nh.craigslist.org/fuo/6169971270.html,$10,good
Manchester,"
9 piece patio set good condition. Includes table with 6 chairs and 2 adjustable lounge chairs.    ",Patio Set 9 Piece,https://nh.craigslist.org/fuo/6169969693.html,$300,good
Nashua,"
Clean and comfy dark brown microfiber couch. 90"" long, sturdy frame, fabric is very easy to care for, used for a few years. Has a couple of light cat scratches, but nothing major, and you would really have to search for them. Cushions are firm, but comfortable.    ",Brown Microfiber Couch,https://nh.craigslist.org/fuo/6169980831.html,$150,excellent
,"
Excellent condition! Doing some downsizing--now that kids are in college. I work in Manchester, so could meet there.    ",Wood Book Shelf,https://nh.craigslist.org/fuo/6169974979.html,$25,excellent
"hopkinton, nh","
2 wood Adirondack chairs with separate foot holder for lounging. Good condition. $80 for both    ",Wood Adrindack chairs,https://nh.craigslist.org/fuo/6169973111.html,$80,good
Londonderry NH,"
Telephone bench.  Approximately 33 inches high, 37.5 inches wide and 15 inches front to back.  Appears to be structurally sound. Pick up in Londonderry, NH.    ",telephone bench,https://nh.craigslist.org/fuo/6169985667.html,$120,good
Londonderry,"
For sale is a complete bedroom set, these items are part of Bernhardt Hollywood Regency collection. This set includes the following items:
•	Dresser (70"" width X 18"" height X 30.5"" depth)
•	Dresser Mirror (53w X 44h)
•	Nightstands (2) (26w X 22.5h X 16d)
•	Armoire (38w X 61h X 18d)
I'm the original owner, not a reseller/pawn shop/furniture consignment shop. Set was purchased new around the early 80s. All items are in good condition overall, only minor things such as few scratches here and there from moving, and the areas of damage shown in the last pictures (side bottom of Armoire and side of dresser). We had those areas hidden by other pieces of furniture so we never bothered to get fixed. Damage is fixable.
Bernhardt is a premium brand and it's still alive today! http://www.bernhardt.com/
Selling all pieces together as a set, price is $350 OBO for everything in the pictures. Feel free to ask any questions. Cash only, pick up only, no trades.",Bernhardt complete set bedroom furniture dresser armoire nightstands,https://nh.craigslist.org/fuo/6158459573.html,$350,good
portsmouth,"
Comfortable decorative living room chair asking for $90
Light blue with cream flower design.
Light weight, easy to move.  Extremely comfortable.
In excellent condition! Comes from smoke free home!    ",Decorative Living Room Chair,https://nh.craigslist.org/fuo/6169943415.html,$90,excellent
"Manchester,NH","
Canadian Rocker and gliding ottoman, a comfortable chair set.    ",Canadian Rocker and Ottoman,https://nh.craigslist.org/fuo/6162148274.html,$75,good
Portsmouth,"
Simmons Velocity Shitake Loveseat
Good Condition!
From smoke free home!
See link below for the similar model description.
https://www.wayfair.com/Simmons-Upholstery-Velocity-Loveseat-UFI2519.html    ",Brown Microfiber Loveseat,https://nh.craigslist.org/fuo/6169984404.html,$175,excellent
"Manchester,NH","
Two similar, but different end tables $25 each    ",End Tables,https://nh.craigslist.org/fuo/6162139569.html,$25,good
Somersworth,"
Glass and metal entertainment center in good condition. We had to babyproof.    ",Entertainment center,https://nh.craigslist.org/fuo/6170014007.html,$50,good
Bedford,"
Beautiful Broyerhill Victorian sofa. Excellent condition. $250 
78""long x 30"" tall x 35""wide    ",BROYERHILL VICTORIAN COUCH,https://nh.craigslist.org/fuo/6170008842.html,$250,like new
,"
Barn door furnitureTwin size pine bedframe with one Drop in rail if interested we can meet in Derry New Hampshire I also offer delivery within 10 miles of Derry New Hampshire for a small fee thank you.    ",Twin size bed frame,https://nh.craigslist.org/fuo/6170016897.html,$50,excellent
,"
Cane chair measurements 17 1/2 inches wide 14 inches deep sitting height 17 inches back height 38 inches if interested we can meet in Derry New Hampshire I also offer delivery within 10 miles of Derry New Hampshire for a small fee thank you    ",Cane chairs,https://nh.craigslist.org/fuo/6147771650.html,$50,excellent
Hooksett,"
Hi for sale we have an off white entertainment center/armoire. Excellent condition 37.5x25x58. 
$85 
Located in Hooksett, NH
Thanks, 
Caroline    ",Cabinet,https://nh.craigslist.org/fuo/6170018915.html,$85,good
Nashua,"
Vintage desk painted in an antique off white color. Lightly distressed in some places. $250 OBO. Cross posted.    ",Vintage off white desk,https://nh.craigslist.org/fuo/6149122758.html,$250,excellent
,"
Twin size wood bed frame if interested we can meet in Derry New Hampshire I also offer delivery within 10 miles of Derry New Hampshire for a small fee thank you    ",Twin size bed frame,https://nh.craigslist.org/fuo/6170023770.html,$50,excellent
Epping N.H.,"
Plain black steel futon with mattress.Nice,almost new condition.I bought it a couple of weeks ago,and now I'm not going to use it.Call me,do NOT text,at,
 NO pictures.It is in a storage building and would have to take it out for a good picture.    ",Futon,https://nh.craigslist.org/fuo/6133182808.html,$25,excellent
LITCHFIELD NH,"
GREAT SHAPE - CLEAN- FULL SIZE- 2 MATCHING PILLOWS- Sofa is 78"" long.    ",SLEEP SOFA,https://nh.craigslist.org/fuo/6159813012.html,$175,excellent
Manchester,"
Student Desk for sale.  4' x 30"" wood laminate top in good condition.  3-drawers.  $75 takes it away.  Please Email for directions.    ","Student Desk - 4' x 30"" - 3 Drawers - Good Condition - Priced to Sell",https://nh.craigslist.org/fuo/6160808164.html,$75,good
Manchester,"
If you are seeking a nice 4-drawer wood lateral file cabinet, this is a good one!  It would look great in a high end office or home.  It has all of the parts to hang your legal or letter size files. The cabinet measures approximately 36"" wide x 20"" deep x 57"" high.  You can own it for only $195.
I have lots of other file cabinets of various sizes, colors and conditions, but this cabinet is one of the best looking.
You can view it most days by appointment.  Email for details.    ",Nice Wood 4-drawer Lateral File Cabinet- Good Condition,https://nh.craigslist.org/fuo/6151246244.html,$195,good
"Manchester,NH","
.Andrew Wilkes reproduction ornate and unique sofa around 1970. Elegant, very high quality sofa from Magnolia Hall.
Has a regal, majestic appearance. Material colors are pinks and antique greens in small floral patterns. Ideal for a luxury home, bridal shop or high end dress salon.
The formal Victorian sofa is framed in antique ivory and gold mahogany with ornate designs throughout.
The sofa is like new. It comes from a clean, smoke free and pet free home. The length is about 77 inches. The width is about 34 inches. The overall height is about 40 inches.The height to the seating portion of the couch is about 16 inches..
All emails should include the name of the item for sale, telephone number with best time to call and no questions about if the item is for sale. If listed it is for sale. This is to prevent responding to spam.Cash and carry only.",Sofa,https://nh.craigslist.org/fuo/6170102863.html,$925,like new
HAMPSTEAD,"
Nice - new condition. Men's Valet.
If this ad is visible on Craig's List, the item is still available. Please email or text with questions or to schedule a purchase. NO PHONE CALLS, PLEASE. Or, come see it yourself at our MOVING SALE - Saturday June 17 - 81 Wheel Wright Road, Hampstead. Check out our other household items for sale (click ""more ads by this user"")  - everything must go!    ",Men's Clothing Valet,https://nh.craigslist.org/fuo/6170095044.html,$20,like new
Hampstead,"
Set of four TV trays with stand/holder.
If this ad is visible on Craig's List, the item is still available. Please email or text with questions or to schedule a purchase. NO PHONE CALLS, PLEASE. Or, come see it yourself at our MOVING SALE - Saturday June 17 - 81 Wheel Wright Road, Hampstead. Check out our other household items for sale (click ""more ads by this user"")  - everything must go!    ",Set of 4 TV Tray Tables with Stand,https://nh.craigslist.org/fuo/6170096400.html,$15,good
Manchester,"
I have two matching outdoor or sun room Chairs
very comfy and good quality, asking $25.00
call if interested 603 622 645.
Thank you for looking    ",Outdoor/ indoor Chairs,https://nh.craigslist.org/fuo/6158207286.html,$25,excellent
Manchester,"
Beautiful Accent Chair, excellent condition
if interested call Susan @ 
 

Thanks for looking    ",Accent Chair,https://nh.craigslist.org/fuo/6158180785.html,$70,excellent
Windham,"
Nice little table and chairs No Stains    ",Bristo set ( Table & 2 chairs),https://nh.craigslist.org/fuo/6150352107.html,$110,like new
"Methuen, MA","
3 piece living room set includes sofa, loveseat  (not shown), and oversized chair which actally seats two.  Two years new. Reversible cushions. ",Livingroom,https://nh.craigslist.org/fuo/6137911747.html,$999,excellent
"Bow, NH","
This is an oak pendulum wall clock manufactured by Howard Miller.  Model #612-536.  It features a Westminster chime and is key-wound.  It chimes on the quarter hour and strikes on the hour. The painted glass face (On the Case) is in perfect condition with no chips or grazing of any kind and the gold leaf is also in perfect condition.  It measures 34 1/2"" high by 16 1/2"" wide by 6"" deep.  It is in very good condition.  All it needs is a new winding key.
This Clock will make a fine addition to any home and is something that can be passed from generation to generation. 
I accept cash only and am willing to meet locally for an exchange.",Vintage Howard Miller Pendulum Wall Clock,https://nh.craigslist.org/fuo/6160610403.html,$200,excellent
"Bow, NH","
This is an oak wine rack cabinet that holds 28 bottles.  It is 37"" tall, 37 3/4"" wide, and 16 3/4"" deep.  It's a niece piece.  Selling beacuse we bought a wine refrigerator.
I accept cash only.  Willing to meet locally for an exchange.    ",28 Bottle Oak Wine Rack,https://nh.craigslist.org/fuo/6152746160.html,$125,excellent
sanford,"
Nice Multi-Media Cabinet. Need to sell things in order to fit into a smaller apartment. the measurements of cabinet are: 24 inches wide, but when doors are open  measures 46 inches wide. 13 1/2 inches from front to back. and is 42 inches tall..Is a very nice cabinet. Asking $40.00.......    ",Nice multi-media cabinet,https://nh.craigslist.org/fuo/6170117155.html,$40,good
exeter,"
solid maple deck with 3 draws on each side plus middle draw excellent condition antique quality
Excellent kid or small adult deck    ",solid maple desk,https://nh.craigslist.org/fuo/6170118175.html,$100,excellent
HAMPSTEAD,"
It's a wooden chair! A little beat up, but it works fine. Sturdy construction.
If this ad is visible on Craig's List, the item is still available. Please email or text with questions or to schedule a purchase. NO PHONE CALLS, PLEASE. Or, come see it yourself at our MOVING SALE - Saturday June 17 - 81 Wheel Wright Road, Hampstead. Check out our other household items for sale (click ""more ads by this user"")  - everything must go!    ",One Chair,https://nh.craigslist.org/fuo/6170122618.html,$3,fair
Windham,"
Two round end tables 1 oval coffee table matching set like brand new    ",2 end tables 1 coffee table,https://nh.craigslist.org/fuo/6150149759.html,$110,excellent
Lyndeborough,"
Tall 2 piece dresser
38"" wide. 20.5"" deep. 78"" tall.    ",Tall Dresser,https://nh.craigslist.org/fuo/6166770037.html,$495,excellent
Lyndeborough,"
A tall maple 6 drawer dresser with brass colored hardware by Carlisle Collection. All drawers work smoothly!
38"" wide. 19"" deep. 56.25"" tall. 
Delivery for hire. 
Call/text Jamie at 
 
",Carlisle Collection Maple Highboy Dresser,https://nh.craigslist.org/fuo/6128466170.html,$350,excellent
Lyndeborough,"
An Ethan Allen queen size bed frame made of birchwood with a fruitwood finish. This bed includes a headboard, footboard, two side rails and three support slats. 
64.5"" wide. 1"" deep. 46.75"" tall. 
Delivery for hire. 
Call/text Jamie at 
 
    ",Ethan Allen Queen Bed,https://nh.craigslist.org/fuo/6170124894.html,$355,excellent
Lyndeborough,"
A long antique 8 drawer solid maple dresser bureau and mirror made by Sweat Commings. 
63.5"" wide. 18.25"" deep. 33.25"" tall. 
Delivery for hire.
Call/text Jamie at 
 
    ",Sweat Commings Maple Antique Dresser and Mirror,https://nh.craigslist.org/fuo/6160751689.html,$325,good
Lyndeborough,"
A tall maple antique dresser or bureau with a speckled finish and dovetail drawers. 
37"" wide. 18"" deep. 51.5"" tall. 
Delivery for hire. 
Call/ text Jamie at 
 
    ",Tall Maple Antique Bureau Dresser,https://nh.craigslist.org/fuo/6148125984.html,$255,good
Lyndeborough,"
A long solid maple antique dresser bureau and matching mirror. 
61"" wide. 20.25"" deep. 32.25"" tall. (Dimensions are without mirror)
Delivery for hire. 
Call/ text Jamie at 
 
    ",Solid Maple Long Dresser and Mirror,https://nh.craigslist.org/fuo/6148125265.html,$275,good
Manchester,"
Table measures 6 feet long x 30 inches deep.
Stenciling is great, made to look rustic.
A few spindles are missing from the chairs.
If interested, please reply with a #.
Thank you.    ",Country Rustic Harvest Table and 4 Chairs with Stenciling,https://nh.craigslist.org/fuo/6163546982.html,$125,good
Lyndeborough,"
An Ethan Allen tall armoire dresser made of birchwood with a fruitwood finish. All drawers and both doors open and close smoothly and the original hardware is in perfect condition.
42"" wide. 19.25"" deep. 58.25"" tall. 
Delivery for hire. 
Call/text Jamie at 
 
    ",Ethan Allen Tall Armoire Dresser,https://nh.craigslist.org/fuo/6170128922.html,$425,excellent
Lyndeborough,"
A solid cherry 11 drawer long dresser with brass hardware by Ethan Allen. This dresser has minor scratches consistent with age.
74.5"" wide. 20.5"" deep. 34"" tall. 
Delivery for hire. 
Call/text Jamie at 
 
    ",Ethan Allen Cherry Long Dresser,https://nh.craigslist.org/fuo/6160731440.html,$395,excellent
